I,II,time
-0.18,0.41,47.05277778
-0.16,0.4,47.05555556
-0.16,0.41,47.05833333
-0.16,0.42,47.06111111
-0.13,0.44,47.06388889
-0.11,0.43,47.06666667
-0.1,0.42,47.06944444
-0.08,0.4,47.07222222
-0.07,0.38,47.075
-0.07,0.38,47.07777778
-0.07,0.4,47.08055556
-0.06,0.37,47.08333333
-0.07,0.38,47.08611111
-0.07,0.35,47.08888889
-0.04,0.35,47.09166667
-0.04,0.36,47.09444444
-0.02,0.37,47.09722222
-0.01,0.37,47.1
-0.01,0.38,47.10277778
-0.03,0.37,47.10555556
-0.08,0.37,47.10833333
-0.1,0.37,47.11111111
-0.13,0.38,47.11388889
-0.16,0.38,47.11666667
-0.19,0.37,47.11944444
-0.23,0.35,47.12222222
-0.28,0.35,47.125
-0.28,0.35,47.12777778
-0.32,0.35,47.13055556
-0.32,0.33,47.13333333
-0.31,0.32,47.13611111
-0.32,0.32,47.13888889
-0.34,0.32,47.14166667
-0.32,0.32,47.14444444
-0.31,0.32,47.14722222
-0.3,0.34,47.15
-0.29,0.32,47.15277778
-0.3,0.32,47.15555556
-0.31,0.32,47.15833333
-0.31,0.33,47.16111111
-0.3,0.34,47.16388889
-0.29,0.34,47.16666667
-0.3,0.35,47.16944444
-0.3,0.32,47.17222222
-0.32,0.32,47.175
-0.31,0.33,47.17777778
-0.3,0.34,47.18055556
-0.28,0.34,47.18333333
-0.26,0.34,47.18611111
-0.28,0.32,47.18888889
-0.29,0.32,47.19166667
-0.29,0.32,47.19444444
-0.28,0.32,47.19722222
-0.28,0.32,47.2
-0.28,0.32,47.20277778
-0.28,0.3,47.20555556
-0.28,0.31,47.20833333
-0.3,0.32,47.21111111
-0.29,0.32,47.21388889
-0.26,0.33,47.21666667
-0.25,0.32,47.21944444
-0.25,0.3,47.22222222
-0.26,0.32,47.225
-0.26,0.32,47.22777778
-0.26,0.35,47.23055556
-0.26,0.35,47.23333333
-0.25,0.35,47.23611111
-0.25,0.32,47.23888889
-0.25,0.27,47.24166667
-0.23,0.22,47.24444444
-0.19,0.15,47.24722222
-0.12,0.07,47.25
-0.04,-0.04,47.25277778
0.05,-0.18,47.25555556
0.14,-0.34,47.25833333
0.27,-0.53,47.26111111
0.35,-0.7,47.26388889
0.39,-0.83,47.26666667
0.36,-0.89,47.26944444
0.34,-0.89,47.27222222
0.37,-0.88,47.275
0.43,-0.84,47.27777778
0.48,-0.82,47.28055556
0.51,-0.78,47.28333333
0.55,-0.77,47.28611111
0.55,-0.75,47.28888889
0.56,-0.72,47.29166667
0.58,-0.69,47.29444444
0.64,-0.66,47.29722222
0.67,-0.64,47.3
0.67,-0.64,47.30277778
0.62,-0.61,47.30555556
0.49,-0.57,47.30833333
0.32,-0.53,47.31111111
0.17,-0.47,47.31388889
0.04,-0.44,47.31666667
-0.11,-0.42,47.31944444
-0.28,-0.37,47.32222222
-0.46,-0.28,47.325
-0.58,-0.2,47.32777778
-0.66,-0.1,47.33055556
-0.72,-0.03,47.33333333
-0.72,0.03,47.33611111
-0.66,0.09,47.33888889
-0.6,0.17,47.34166667
-0.55,0.23,47.34444444
-0.52,0.3,47.34722222
-0.49,0.35,47.35
-0.46,0.4,47.35277778
-0.42,0.42,47.35555556
-0.4,0.46,47.35833333
-0.37,0.49,47.36111111
-0.37,0.52,47.36388889
-0.34,0.54,47.36666667
-0.34,0.54,47.36944444
-0.37,0.53,47.37222222
-0.39,0.54,47.375
-0.37,0.55,47.37777778
-0.34,0.57,47.38055556
-0.33,0.57,47.38333333
-0.34,0.57,47.38611111
-0.34,0.56,47.38888889
-0.36,0.57,47.39166667
-0.35,0.59,47.39444444
-0.35,0.59,47.39722222
-0.34,0.6,47.4
-0.34,0.61,47.40277778
-0.34,0.61,47.40555556
-0.37,0.61,47.40833333
-0.37,0.62,47.41111111
-0.37,0.63,47.41388889
-0.37,0.63,47.41666667
-0.37,0.63,47.41944444
-0.37,0.64,47.42222222
-0.37,0.64,47.425
-0.35,0.66,47.42777778
-0.35,0.67,47.43055556
-0.34,0.66,47.43333333
-0.35,0.67,47.43611111
-0.37,0.65,47.43888889
-0.37,0.64,47.44166667
-0.38,0.65,47.44444444
-0.36,0.67,47.44722222
-0.35,0.67,47.45
-0.34,0.67,47.45277778
-0.37,0.67,47.45555556
-0.37,0.67,47.45833333
-0.38,0.67,47.46111111
-0.37,0.69,47.46388889
-0.35,0.69,47.46666667
-0.36,0.69,47.46944444
-0.36,0.7,47.47222222
-0.37,0.71,47.475
-0.37,0.72,47.47777778
-0.36,0.72,47.48055556
-0.36,0.72,47.48333333
-0.36,0.72,47.48611111
-0.36,0.72,47.48888889
-0.37,0.72,47.49166667
-0.37,0.72,47.49444444
-0.36,0.74,47.49722222
-0.36,0.74,47.5
-0.36,0.73,47.50277778
-0.34,0.72,47.50555556
-0.36,0.72,47.50833333
-0.36,0.73,47.51111111
-0.35,0.74,47.51388889
-0.34,0.72,47.51666667
-0.34,0.72,47.51944444
-0.35,0.71,47.52222222
-0.36,0.71,47.525
-0.36,0.72,47.52777778
-0.34,0.74,47.53055556
-0.33,0.72,47.53333333
-0.36,0.72,47.53611111
-0.35,0.71,47.53888889
-0.34,0.69,47.54166667
-0.32,0.71,47.54444444
-0.31,0.72,47.54722222
-0.3,0.71,47.55
-0.31,0.69,47.55277778
-0.31,0.68,47.55555556
-0.33,0.67,47.55833333
-0.31,0.66,47.56111111
-0.3,0.66,47.56388889
-0.27,0.64,47.56666667
-0.27,0.62,47.56944444
-0.28,0.61,47.57222222
-0.28,0.59,47.575
-0.28,0.59,47.57777778
-0.25,0.59,47.58055556
-0.25,0.57,47.58333333
-0.25,0.57,47.58611111
-0.22,0.54,47.58888889
-0.21,0.54,47.59166667
-0.19,0.54,47.59444444
-0.19,0.51,47.59722222
-0.17,0.51,47.6
-0.17,0.49,47.60277778
-0.17,0.47,47.60555556
-0.16,0.45,47.60833333
-0.17,0.44,47.61111111
-0.14,0.44,47.61388889
-0.13,0.42,47.61666667
-0.12,0.4,47.61944444
-0.12,0.39,47.62222222
-0.13,0.4,47.625
-0.11,0.38,47.62777778
-0.1,0.39,47.63055556
-0.1,0.37,47.63333333
-0.1,0.37,47.63611111
-0.1,0.35,47.63888889
-0.11,0.35,47.64166667
-0.11,0.35,47.64444444
-0.1,0.35,47.64722222
-0.1,0.35,47.65
-0.09,0.35,47.65277778
-0.08,0.35,47.65555556
-0.09,0.35,47.65833333
-0.1,0.36,47.66111111
-0.1,0.37,47.66388889
-0.08,0.35,47.66666667
-0.08,0.35,47.66944444
-0.1,0.35,47.67222222
-0.1,0.34,47.675
-0.1,0.34,47.67777778
-0.08,0.35,47.68055556
-0.08,0.34,47.68333333
-0.1,0.34,47.68611111
-0.11,0.34,47.68888889
-0.11,0.34,47.69166667
-0.1,0.35,47.69444444
-0.09,0.37,47.69722222
-0.08,0.37,47.7
-0.1,0.35,47.70277778
-0.11,0.35,47.70555556
-0.13,0.35,47.70833333
-0.1,0.37,47.71111111
-0.1,0.39,47.71388889
-0.09,0.38,47.71666667
-0.1,0.37,47.71944444
-0.11,0.37,47.72222222
-0.13,0.37,47.725
-0.12,0.37,47.72777778
-0.1,0.39,47.73055556
-0.1,0.4,47.73333333
-0.11,0.37,47.73611111
-0.13,0.38,47.73888889
-0.14,0.38,47.74166667
-0.14,0.38,47.74444444
-0.13,0.39,47.74722222
-0.12,0.39,47.75
-0.13,0.39,47.75277778
-0.14,0.39,47.75555556
-0.15,0.39,47.75833333
-0.15,0.4,47.76111111
-0.15,0.42,47.76388889
-0.15,0.41,47.76666667
-0.16,0.4,47.76944444
-0.18,0.4,47.77222222
-0.18,0.39,47.775
-0.17,0.41,47.77777778
-0.16,0.42,47.78055556
-0.16,0.42,47.78333333
-0.17,0.4,47.78611111
-0.19,0.39,47.78888889
-0.19,0.39,47.79166667
-0.19,0.4,47.79444444
-0.17,0.41,47.79722222
-0.17,0.4,47.8
-0.18,0.39,47.80277778
-0.19,0.38,47.80555556
-0.19,0.39,47.80833333
-0.19,0.39,47.81111111
-0.19,0.4,47.81388889
-0.19,0.4,47.81666667
-0.19,0.39,47.81944444
-0.18,0.37,47.82222222
-0.2,0.38,47.825
-0.2,0.39,47.82777778
-0.19,0.4,47.83055556
-0.19,0.4,47.83333333
-0.19,0.39,47.83611111
-0.19,0.37,47.83888889
-0.2,0.37,47.84166667
-0.19,0.38,47.84444444
-0.19,0.39,47.84722222
-0.17,0.39,47.85
-0.17,0.37,47.85277778
-0.19,0.35,47.85555556
-0.19,0.35,47.85833333
-0.19,0.35,47.86111111
-0.17,0.37,47.86388889
-0.15,0.37,47.86666667
-0.16,0.37,47.86944444
-0.17,0.35,47.87222222
-0.17,0.35,47.875
-0.16,0.35,47.87777778
-0.16,0.37,47.88055556
-0.14,0.37,47.88333333
-0.14,0.36,47.88611111
-0.14,0.36,47.88888889
-0.14,0.37,47.89166667
-0.16,0.37,47.89444444
-0.16,0.39,47.89722222
-0.14,0.37,47.9
-0.14,0.37,47.90277778
-0.14,0.35,47.90555556
-0.14,0.34,47.90833333
-0.13,0.35,47.91111111
-0.12,0.37,47.91388889
-0.12,0.36,47.91666667
-0.12,0.35,47.91944444
-0.13,0.34,47.92222222
-0.14,0.35,47.925
-0.13,0.35,47.92777778
-0.13,0.36,47.93055556
-0.11,0.36,47.93333333
-0.13,0.35,47.93611111
-0.13,0.34,47.93888889
-0.13,0.34,47.94166667
-0.13,0.34,47.94444444
-0.13,0.35,47.94722222
-0.11,0.35,47.95
-0.12,0.35,47.95277778
-0.13,0.34,47.95555556
-0.13,0.34,47.95833333
-0.12,0.35,47.96111111
-0.11,0.35,47.96388889
-0.11,0.35,47.96666667
-0.1,0.34,47.96944444
-0.1,0.32,47.97222222
-0.13,0.33,47.975
-0.12,0.32,47.97777778
-0.11,0.35,47.98055556
-0.08,0.35,47.98333333
-0.09,0.34,47.98611111
-0.1,0.34,47.98888889
-0.11,0.32,47.99166667
-0.1,0.34,47.99444444
-0.1,0.35,47.99722222
-0.09,0.34,48.0
-0.09,0.34,48.00277778
-0.1,0.34,48.00555556
-0.12,0.33,48.00833333
-0.1,0.34,48.01111111
-0.09,0.37,48.01388889
-0.09,0.35,48.01666667
-0.08,0.35,48.01944444
-0.09,0.35,48.02222222
-0.1,0.34,48.025
-0.09,0.35,48.02777778
-0.08,0.35,48.03055556
-0.08,0.37,48.03333333
-0.06,0.35,48.03611111
-0.07,0.34,48.03888889
-0.08,0.34,48.04166667
-0.07,0.35,48.04444444
-0.04,0.35,48.04722222
-0.02,0.37,48.05
-0.01,0.38,48.05277778
-0.01,0.36,48.05555556
-0.02,0.37,48.05833333
-0.01,0.39,48.06111111
0.01,0.4,48.06388889
0.04,0.4,48.06666667
0.06,0.39,48.06944444
0.07,0.38,48.07222222
0.07,0.38,48.075
0.09,0.39,48.07777778
0.11,0.39,48.08055556
0.13,0.38,48.08333333
0.14,0.39,48.08611111
0.13,0.37,48.08888889
0.13,0.35,48.09166667
0.13,0.35,48.09444444
0.16,0.35,48.09722222
0.17,0.36,48.1
0.19,0.36,48.10277778
0.18,0.35,48.10555556
0.16,0.36,48.10833333
0.14,0.35,48.11111111
0.11,0.37,48.11388889
0.08,0.35,48.11666667
0.04,0.34,48.11944444
0.0,0.33,48.12222222
-0.04,0.34,48.125
-0.07,0.34,48.12777778
-0.09,0.35,48.13055556
-0.11,0.34,48.13333333
-0.14,0.32,48.13611111
-0.14,0.32,48.13888889
-0.16,0.3,48.14166667
-0.14,0.32,48.14444444
-0.13,0.34,48.14722222
-0.13,0.32,48.15
-0.13,0.31,48.15277778
-0.14,0.3,48.15555556
-0.14,0.3,48.15833333
-0.15,0.3,48.16111111
-0.13,0.32,48.16388889
-0.11,0.31,48.16666667
-0.11,0.31,48.16944444
-0.13,0.29,48.17222222
-0.15,0.3,48.175
-0.14,0.3,48.17777778
-0.13,0.31,48.18055556
-0.12,0.3,48.18333333
-0.13,0.3,48.18611111
-0.13,0.3,48.18888889
-0.14,0.3,48.19166667
-0.15,0.3,48.19444444
-0.13,0.32,48.19722222
-0.13,0.32,48.2
-0.13,0.3,48.20277778
-0.13,0.3,48.20555556
-0.13,0.3,48.20833333
-0.13,0.3,48.21111111
-0.13,0.3,48.21388889
-0.13,0.3,48.21666667
-0.13,0.3,48.21944444
-0.13,0.29,48.22222222
-0.13,0.27,48.225
-0.12,0.29,48.22777778
-0.12,0.3,48.23055556
-0.13,0.3,48.23333333
-0.13,0.3,48.23611111
-0.13,0.3,48.23888889
-0.13,0.27,48.24166667
-0.13,0.24,48.24444444
-0.13,0.17,48.24722222
-0.11,0.07,48.25
-0.07,-0.02,48.25277778
-0.01,-0.15,48.25555556
0.05,-0.3,48.25833333
0.16,-0.49,48.26111111
0.27,-0.67,48.26388889
0.34,-0.86,48.26666667
0.36,-1.01,48.26944444
0.31,-1.06,48.27222222
0.28,-1.04,48.275
0.31,-1.0,48.27777778
0.38,-0.96,48.28055556
0.43,-0.94,48.28333333
0.45,-0.93,48.28611111
0.46,-0.91,48.28888889
0.45,-0.88,48.29166667
0.45,-0.85,48.29444444
0.48,-0.82,48.29722222
0.49,-0.81,48.3
0.52,-0.79,48.30277778
0.52,-0.77,48.30555556
0.49,-0.72,48.30833333
0.4,-0.67,48.31111111
0.23,-0.62,48.31388889
0.08,-0.57,48.31666667
-0.04,-0.52,48.31944444
-0.16,-0.48,48.32222222
-0.3,-0.42,48.325
-0.45,-0.32,48.32777778
-0.54,-0.23,48.33055556
-0.61,-0.14,48.33333333
-0.66,-0.07,48.33611111
-0.64,0.0,48.33888889
-0.57,0.1,48.34166667
-0.51,0.17,48.34444444
-0.46,0.23,48.34722222
-0.43,0.3,48.35
-0.39,0.35,48.35277778
-0.35,0.39,48.35555556
-0.32,0.43,48.35833333
-0.28,0.48,48.36111111
-0.26,0.51,48.36388889
-0.24,0.52,48.36666667
-0.24,0.53,48.36944444
-0.25,0.53,48.37222222
-0.26,0.56,48.375
-0.25,0.57,48.37777778
-0.23,0.59,48.38055556
-0.23,0.59,48.38333333
-0.23,0.6,48.38611111
-0.24,0.6,48.38888889
-0.25,0.6,48.39166667
-0.25,0.61,48.39444444
-0.23,0.62,48.39722222
-0.23,0.62,48.4
-0.23,0.62,48.40277778
-0.24,0.62,48.40555556
-0.25,0.62,48.40833333
-0.26,0.64,48.41111111
-0.25,0.67,48.41388889
-0.25,0.65,48.41666667
-0.25,0.66,48.41944444
-0.26,0.65,48.42222222
-0.28,0.67,48.425
-0.26,0.67,48.42777778
-0.26,0.69,48.43055556
-0.25,0.7,48.43333333
-0.27,0.69,48.43611111
-0.28,0.7,48.43888889
-0.3,0.69,48.44166667
-0.28,0.7,48.44444444
-0.27,0.72,48.44722222
-0.26,0.71,48.45
-0.27,0.71,48.45277778
-0.27,0.69,48.45555556
-0.28,0.7,48.45833333
-0.28,0.72,48.46111111
-0.27,0.72,48.46388889
-0.26,0.73,48.46666667
-0.26,0.72,48.46944444
-0.28,0.74,48.47222222
-0.29,0.72,48.475
-0.28,0.73,48.47777778
-0.28,0.75,48.48055556
-0.26,0.74,48.48333333
-0.26,0.74,48.48611111
-0.28,0.74,48.48888889
-0.28,0.74,48.49166667
-0.29,0.76,48.49444444
-0.27,0.76,48.49722222
-0.26,0.77,48.5
-0.26,0.74,48.50277778
-0.25,0.74,48.50555556
-0.28,0.72,48.50833333
-0.28,0.74,48.51111111
-0.28,0.75,48.51388889
-0.25,0.75,48.51666667
-0.25,0.74,48.51944444
-0.25,0.73,48.52222222
-0.28,0.71,48.525
-0.28,0.73,48.52777778
-0.25,0.74,48.53055556
-0.24,0.72,48.53333333
-0.23,0.72,48.53611111
-0.23,0.71,48.53888889
-0.25,0.71,48.54166667
-0.24,0.69,48.54444444
-0.23,0.71,48.54722222
-0.22,0.69,48.55
-0.22,0.67,48.55277778
-0.22,0.65,48.55555556
-0.22,0.64,48.55833333
-0.19,0.64,48.56111111
-0.18,0.63,48.56388889
-0.19,0.62,48.56666667
-0.19,0.59,48.56944444
-0.19,0.57,48.57222222
-0.2,0.56,48.575
-0.17,0.56,48.57777778
-0.16,0.54,48.58055556
-0.14,0.53,48.58333333
-0.14,0.51,48.58611111
-0.15,0.49,48.58888889
-0.16,0.49,48.59166667
-0.13,0.49,48.59444444
-0.13,0.49,48.59722222
-0.13,0.47,48.6
-0.12,0.46,48.60277778
-0.13,0.44,48.60555556
-0.12,0.43,48.60833333
-0.11,0.42,48.61111111
-0.11,0.43,48.61388889
-0.1,0.42,48.61666667
-0.1,0.4,48.61944444
-0.1,0.4,48.62222222
-0.1,0.38,48.625
-0.1,0.4,48.62777778
-0.09,0.41,48.63055556
-0.07,0.4,48.63333333
-0.08,0.39,48.63611111
-0.1,0.39,48.63888889
-0.1,0.38,48.64166667
-0.1,0.41,48.64444444
-0.1,0.42,48.64722222
-0.08,0.42,48.65
-0.08,0.4,48.65277778
-0.1,0.4,48.65555556
-0.11,0.42,48.65833333
-0.1,0.44,48.66111111
-0.1,0.42,48.66388889
-0.08,0.42,48.66666667
-0.11,0.42,48.66944444
-0.13,0.4,48.67222222
-0.14,0.41,48.675
-0.14,0.42,48.67777778
-0.13,0.42,48.68055556
-0.12,0.44,48.68333333
-0.13,0.42,48.68611111
-0.13,0.42,48.68888889
-0.13,0.42,48.69166667
-0.14,0.44,48.69444444
-0.13,0.44,48.69722222
-0.13,0.44,48.7
-0.14,0.45,48.70277778
-0.16,0.44,48.70555556
-0.17,0.44,48.70833333
-0.16,0.47,48.71111111
-0.17,0.47,48.71388889
-0.17,0.46,48.71666667
-0.17,0.46,48.71944444
-0.18,0.44,48.72222222
-0.2,0.44,48.725
-0.21,0.46,48.72777778
-0.2,0.47,48.73055556
-0.21,0.47,48.73333333
-0.21,0.47,48.73611111
-0.21,0.47,48.73888889
-0.23,0.45,48.74166667
-0.23,0.47,48.74444444
-0.22,0.48,48.74722222
-0.22,0.48,48.75
-0.22,0.49,48.75277778
-0.24,0.47,48.75555556
-0.25,0.47,48.75833333
-0.26,0.49,48.76111111
-0.25,0.49,48.76388889
-0.25,0.48,48.76666667
-0.25,0.48,48.76944444
-0.26,0.47,48.77222222
-0.26,0.47,48.775
-0.28,0.47,48.77777778
-0.25,0.47,48.78055556
-0.25,0.47,48.78333333
-0.26,0.45,48.78611111
-0.25,0.44,48.78888889
-0.28,0.44,48.79166667
-0.28,0.45,48.79444444
-0.27,0.46,48.79722222
-0.26,0.46,48.8
-0.28,0.45,48.80277778
-0.28,0.44,48.80555556
-0.3,0.43,48.80833333
-0.28,0.46,48.81111111
-0.28,0.46,48.81388889
-0.27,0.45,48.81666667
-0.27,0.45,48.81944444
-0.28,0.46,48.82222222
-0.28,0.44,48.825
-0.26,0.45,48.82777778
-0.25,0.45,48.83055556
-0.24,0.45,48.83333333
-0.24,0.44,48.83611111
-0.25,0.42,48.83888889
-0.27,0.42,48.84166667
-0.27,0.44,48.84444444
-0.25,0.44,48.84722222
-0.25,0.44,48.85
-0.22,0.44,48.85277778
-0.23,0.42,48.85555556
-0.25,0.43,48.85833333
-0.25,0.44,48.86111111
-0.23,0.45,48.86388889
-0.23,0.44,48.86666667
-0.24,0.44,48.86944444
-0.25,0.44,48.87222222
-0.25,0.44,48.875
-0.25,0.45,48.87777778
-0.24,0.45,48.88055556
-0.22,0.44,48.88333333
-0.23,0.44,48.88611111
-0.24,0.43,48.88888889
-0.23,0.42,48.89166667
-0.22,0.43,48.89444444
-0.22,0.44,48.89722222
-0.22,0.44,48.9
-0.23,0.44,48.90277778
-0.22,0.42,48.90555556
-0.23,0.42,48.90833333
-0.22,0.44,48.91111111
-0.22,0.44,48.91388889
-0.21,0.44,48.91666667
-0.2,0.44,48.91944444
-0.22,0.43,48.92222222
-0.25,0.43,48.925
-0.23,0.45,48.92777778
-0.22,0.45,48.93055556
-0.2,0.45,48.93333333
-0.21,0.44,48.93611111
-0.22,0.44,48.93888889
-0.23,0.42,48.94166667
-0.23,0.44,48.94444444
-0.22,0.44,48.94722222
-0.22,0.44,48.95
-0.22,0.43,48.95277778
-0.22,0.42,48.95555556
-0.23,0.42,48.95833333
-0.23,0.42,48.96111111
-0.22,0.43,48.96388889
-0.22,0.42,48.96666667
-0.2,0.42,48.96944444
-0.21,0.42,48.97222222
-0.23,0.42,48.975
-0.23,0.42,48.97777778
-0.22,0.44,48.98055556
-0.2,0.44,48.98333333
-0.22,0.44,48.98611111
-0.22,0.42,48.98888889
-0.23,0.42,48.99166667
-0.25,0.44,48.99444444
-0.23,0.44,48.99722222
-0.22,0.44,49.0
-0.21,0.42,49.00277778
-0.22,0.42,49.00555556
-0.22,0.42,49.00833333
-0.22,0.44,49.01111111
-0.22,0.43,49.01388889
-0.2,0.42,49.01666667
-0.2,0.42,49.01944444
-0.21,0.41,49.02222222
-0.22,0.42,49.025
-0.22,0.42,49.02777778
-0.22,0.44,49.03055556
-0.21,0.42,49.03333333
-0.21,0.42,49.03611111
-0.22,0.42,49.03888889
-0.23,0.41,49.04166667
-0.22,0.42,49.04444444
-0.2,0.44,49.04722222
-0.22,0.43,49.05
-0.21,0.43,49.05277778
-0.22,0.41,49.05555556
-0.23,0.4,49.05833333
-0.22,0.42,49.06111111
-0.22,0.42,49.06388889
-0.2,0.42,49.06666667
-0.22,0.4,49.06944444
-0.22,0.4,49.07222222
-0.22,0.4,49.075
-0.22,0.41,49.07777778
-0.2,0.41,49.08055556
-0.21,0.41,49.08333333
-0.22,0.4,49.08611111
-0.21,0.4,49.08888889
-0.22,0.42,49.09166667
-0.22,0.42,49.09444444
-0.22,0.42,49.09722222
-0.2,0.44,49.1
-0.2,0.42,49.10277778
-0.21,0.42,49.10555556
-0.22,0.4,49.10833333
-0.23,0.42,49.11111111
-0.23,0.42,49.11388889
-0.22,0.42,49.11666667
-0.22,0.41,49.11944444
-0.22,0.4,49.12222222
-0.22,0.4,49.125
-0.21,0.41,49.12777778
-0.18,0.42,49.13055556
-0.17,0.42,49.13333333
-0.16,0.43,49.13611111
-0.16,0.42,49.13888889
-0.17,0.44,49.14166667
-0.16,0.45,49.14444444
-0.14,0.46,49.14722222
-0.13,0.46,49.15
-0.13,0.46,49.15277778
-0.11,0.45,49.15555556
-0.09,0.45,49.15833333
-0.08,0.46,49.16111111
-0.05,0.46,49.16388889
-0.02,0.44,49.16666667
-0.03,0.44,49.16944444
-0.04,0.42,49.17222222
-0.04,0.42,49.175
-0.02,0.42,49.17777778
0.02,0.43,49.18055556
0.04,0.44,49.18333333
0.04,0.43,49.18611111
0.04,0.42,49.18888889
0.03,0.42,49.19166667
0.01,0.44,49.19444444
-0.04,0.44,49.19722222
-0.09,0.42,49.2
-0.13,0.4,49.20277778
-0.17,0.4,49.20555556
-0.21,0.4,49.20833333
-0.25,0.4,49.21111111
-0.27,0.4,49.21388889
-0.28,0.39,49.21666667
-0.28,0.38,49.21944444
-0.29,0.38,49.22222222
-0.29,0.38,49.225
-0.29,0.38,49.22777778
-0.3,0.38,49.23055556
-0.28,0.37,49.23333333
-0.27,0.37,49.23611111
-0.27,0.35,49.23888889
-0.28,0.36,49.24166667
-0.27,0.38,49.24444444
-0.26,0.39,49.24722222
-0.27,0.37,49.25
-0.28,0.35,49.25277778
-0.28,0.35,49.25555556
-0.29,0.36,49.25833333
-0.29,0.37,49.26111111
-0.3,0.37,49.26388889
-0.28,0.39,49.26666667
-0.29,0.38,49.26944444
-0.3,0.37,49.27222222
-0.29,0.35,49.275
-0.28,0.36,49.27777778
-0.28,0.37,49.28055556
-0.26,0.36,49.28333333
-0.25,0.37,49.28611111
-0.25,0.37,49.28888889
-0.25,0.35,49.29166667
-0.25,0.35,49.29444444
-0.25,0.37,49.29722222
-0.25,0.38,49.3
-0.26,0.39,49.30277778
-0.28,0.36,49.30555556
-0.29,0.32,49.30833333
-0.27,0.25,49.31111111
-0.22,0.15,49.31388889
-0.13,0.05,49.31666667
-0.03,-0.07,49.31944444
0.07,-0.27,49.32222222
0.19,-0.49,49.325
0.29,-0.69,49.32777778
0.32,-0.82,49.33055556
0.31,-0.84,49.33333333
0.31,-0.82,49.33611111
0.34,-0.81,49.33888889
0.37,-0.79,49.34166667
0.42,-0.74,49.34444444
0.45,-0.71,49.34722222
0.46,-0.68,49.35
0.48,-0.64,49.35277778
0.52,-0.63,49.35555556
0.54,-0.61,49.35833333
0.55,-0.57,49.36111111
0.52,-0.52,49.36388889
0.41,-0.48,49.36666667
0.23,-0.42,49.36944444
0.05,-0.4,49.37222222
-0.12,-0.35,49.375
-0.3,-0.29,49.37777778
-0.49,-0.22,49.38055556
-0.65,-0.12,49.38333333
-0.75,-0.05,49.38611111
-0.81,0.01,49.38888889
-0.76,0.1,49.39166667
-0.68,0.17,49.39444444
-0.61,0.25,49.39722222
-0.6,0.32,49.4
-0.57,0.37,49.40277778
-0.56,0.41,49.40555556
-0.52,0.45,49.40833333
-0.46,0.5,49.41111111
-0.43,0.54,49.41388889
-0.42,0.55,49.41666667
-0.41,0.57,49.41944444
-0.42,0.57,49.42222222
-0.43,0.58,49.425
-0.44,0.6,49.42777778
-0.42,0.61,49.43055556
-0.41,0.62,49.43333333
-0.43,0.61,49.43611111
-0.43,0.6,49.43888889
-0.42,0.61,49.44166667
-0.42,0.62,49.44444444
-0.42,0.64,49.44722222
-0.4,0.62,49.45
-0.42,0.63,49.45277778
-0.43,0.64,49.45555556
-0.43,0.63,49.45833333
-0.44,0.64,49.46111111
-0.42,0.66,49.46388889
-0.43,0.65,49.46666667
-0.43,0.66,49.46944444
-0.46,0.66,49.47222222
-0.46,0.67,49.475
-0.45,0.68,49.47777778
-0.45,0.69,49.48055556
-0.44,0.69,49.48333333
-0.44,0.69,49.48611111
-0.45,0.67,49.48888889
-0.47,0.67,49.49166667
-0.46,0.69,49.49444444
-0.46,0.69,49.49722222
-0.45,0.71,49.5
-0.46,0.69,49.50277778
-0.46,0.68,49.50555556
-0.46,0.69,49.50833333
-0.46,0.71,49.51111111
-0.45,0.72,49.51388889
-0.45,0.71,49.51666667
-0.46,0.71,49.51944444
-0.46,0.69,49.52222222
-0.48,0.69,49.525
-0.47,0.72,49.52777778
-0.47,0.74,49.53055556
-0.46,0.73,49.53333333
-0.46,0.74,49.53611111
-0.46,0.73,49.53888889
-0.46,0.72,49.54166667
-0.46,0.73,49.54444444
-0.48,0.74,49.54722222
-0.46,0.74,49.55
-0.44,0.72,49.55277778
-0.45,0.72,49.55555556
-0.45,0.72,49.55833333
-0.46,0.73,49.56111111
-0.45,0.72,49.56388889
-0.43,0.72,49.56666667
-0.43,0.72,49.56944444
-0.44,0.72,49.57222222
-0.45,0.71,49.575
-0.43,0.71,49.57777778
-0.43,0.73,49.58055556
-0.4,0.72,49.58333333
-0.4,0.7,49.58611111
-0.41,0.69,49.58888889
-0.4,0.69,49.59166667
-0.39,0.69,49.59444444
-0.39,0.69,49.59722222
-0.37,0.67,49.6
-0.37,0.67,49.60277778
-0.37,0.63,49.60555556
-0.37,0.63,49.60833333
-0.34,0.62,49.61111111
-0.34,0.62,49.61388889
-0.33,0.62,49.61666667
-0.31,0.59,49.61944444
-0.31,0.57,49.62222222
-0.31,0.57,49.625
-0.3,0.57,49.62777778
-0.27,0.56,49.63055556
-0.25,0.54,49.63333333
-0.25,0.52,49.63611111
-0.25,0.51,49.63888889
-0.25,0.5,49.64166667
-0.23,0.5,49.64444444
-0.22,0.49,49.64722222
-0.22,0.49,49.65
-0.22,0.47,49.65277778
-0.22,0.46,49.65555556
-0.22,0.44,49.65833333
-0.22,0.44,49.66111111
-0.2,0.45,49.66388889
-0.19,0.44,49.66666667
-0.19,0.44,49.66944444
-0.2,0.42,49.67222222
-0.2,0.41,49.675
-0.19,0.42,49.67777778
-0.18,0.43,49.68055556
